iri	VeryPositive	Positive	Neutral	Negative	VeryNegative	count
http://purl.obolibrary.org/obo/DOID_0111675	1.0	2.0	15.0	58.0	25.0	1
http://purl.obolibrary.org/obo/DOID_799	2.75	8.75	23.25	52.75	12.5	4
http://purl.obolibrary.org/obo/DOID_11289	1.0	2.0	17.0	69.0	11.0	1
http://purl.obolibrary.org/obo/DOID_10652	1.8	4.75	21.05	57.9	14.45	20
http://purl.obolibrary.org/obo/DOID_9445	4.0	6.0	14.0	56.0	20.0	1
http://purl.obolibrary.org/obo/DOID_1752	8.0	21.0	15.5	42.5	12.5	2
http://purl.obolibrary.org/obo/DOID_0080468	2.0	3.0	19.0	55.0	21.0	1
http://purl.obolibrary.org/obo/DOID_0111188	1.0	4.0	30.0	54.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0070213	1.0	2.0	18.0	62.0	17.0	1
http://purl.obolibrary.org/obo/DOID_0080618	2.0	3.5	20.0	63.0	11.5	2
http://purl.obolibrary.org/obo/DOID_0110397	1.0	3.0	21.0	63.0	13.0	1
http://purl.obolibrary.org/obo/DOID_12700	1.0	4.0	19.0	63.0	12.0	1
http://purl.obolibrary.org/obo/DOID_0110555	2.0	2.0	13.0	64.0	20.0	1
http://purl.obolibrary.org/obo/DOID_0060175	4.0	4.0	12.0	55.0	25.0	1
http://purl.obolibrary.org/obo/DOID_9784	4.0	11.0	23.0	52.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0111665	1.0	3.0	23.0	60.0	12.0	1
http://purl.obolibrary.org/obo/DOID_204	1.0	2.0	21.0	58.0	18.0	1
http://purl.obolibrary.org/obo/DOID_0070218	1.0	3.0	20.0	57.0	19.0	1
http://purl.obolibrary.org/obo/DOID_0050125	1.0	2.0	14.0	68.0	15.0	1
http://purl.obolibrary.org/obo/DOID_0110746	2.0	10.0	35.0	46.0	7.0	1
http://purl.obolibrary.org/obo/DOID_1176	2.795918367346939	6.795918367346939	19.551020408163264	49.857142857142854	20.897959183673468	49
http://purl.obolibrary.org/obo/DOID_0050634	1.0	5.0	31.0	54.0	9.0	1
http://purl.obolibrary.org/obo/DOID_0060269	1.0	0.0	8.0	34.0	57.0	1
http://purl.obolibrary.org/obo/DOID_0080826	1.0	1.0	12.0	48.0	38.0	1
http://purl.obolibrary.org/obo/DOID_0090008	1.0	1.0	15.0	54.0	28.0	1
http://purl.obolibrary.org/obo/DOID_0111543	1.0	2.0	14.0	55.0	29.0	1
http://purl.obolibrary.org/obo/DOID_0060430	2.0	2.0	11.0	58.0	28.0	1
http://purl.obolibrary.org/obo/DOID_0111079	2.0	4.0	23.0	58.0	14.0	1
http://purl.obolibrary.org/obo/DOID_0050839	2.0	2.0	12.0	52.0	33.0	1
http://purl.obolibrary.org/obo/DOID_0070214	1.0	2.0	16.0	63.0	18.0	1
http://purl.obolibrary.org/obo/DOID_0111016	2.0	4.0	25.0	58.0	11.0	1
http://purl.obolibrary.org/obo/DOID_0060275	1.0	1.0	11.0	59.0	27.0	1
http://purl.obolibrary.org/obo/DOID_9778	1.0	1.0	11.0	57.0	30.0	1
http://purl.obolibrary.org/obo/DOID_0111804	1.0	1.0	13.0	56.0	29.0	1
http://purl.obolibrary.org/obo/DOID_0111044	1.0	1.0	17.0	52.0	29.0	1
http://purl.obolibrary.org/obo/DOID_0060436	3.0	7.0	23.0	54.0	13.0	1
http://purl.obolibrary.org/obo/DOID_0080323	4.0	18.0	37.0	35.0	6.0	1
http://purl.obolibrary.org/obo/DOID_0060736	1.0	0.0	5.0	56.0	37.0	1
http://purl.obolibrary.org/obo/DOID_0060521	1.0	6.0	45.0	44.0	5.0	1
http://purl.obolibrary.org/obo/DOID_0111700	1.0	1.0	15.0	50.0	32.0	1
http://purl.obolibrary.org/obo/DOID_0060394	1.0	1.0	10.0	42.0	47.0	1
http://purl.obolibrary.org/obo/DOID_0111936	1.0	2.0	24.0	64.0	10.0	1
http://purl.obolibrary.org/obo/DOID_14755	2.0	2.0	11.0	58.0	28.0	1
http://purl.obolibrary.org/obo/DOID_0112225	2.0	1.0	10.0	41.0	46.0	1
http://purl.obolibrary.org/obo/DOID_3350	3.0	10.666666666666666	20.0	41.333333333333336	25.0	3
http://purl.obolibrary.org/obo/DOID_0111849	1.0	2.0	13.0	57.0	26.0	1
http://purl.obolibrary.org/obo/DOID_1443	1.3636363636363635	2.757575757575758	16.515151515151516	53.96969696969697	25.272727272727273	33
http://purl.obolibrary.org/obo/DOID_0050513	2.0	3.0	12.0	63.0	21.0	1
http://purl.obolibrary.org/obo/DOID_0080385	1.0	3.0	20.0	61.0	15.0	1
http://purl.obolibrary.org/obo/DOID_0080489	1.0	2.0	17.0	67.0	13.0	1
http://purl.obolibrary.org/obo/DOID_11746	4.0	13.0	30.0	43.0	9.0	1
http://purl.obolibrary.org/obo/DOID_2272	3.0	12.0	27.0	47.0	10.0	1
http://purl.obolibrary.org/obo/DOID_12241	1.5	3.8333333333333335	23.5	57.333333333333336	13.666666666666666	6
http://purl.obolibrary.org/obo/DOID_0090063	1.0	2.0	20.0	62.0	15.0	1
http://purl.obolibrary.org/obo/DOID_0110954	2.0	3.0	16.0	62.0	17.0	1
http://purl.obolibrary.org/obo/DOID_5204	1.0	1.0	10.0	64.0	25.0	1
http://purl.obolibrary.org/obo/DOID_0080327	2.0	2.0	11.0	49.0	37.0	1
http://purl.obolibrary.org/obo/DOID_8771	11.0	45.0	26.0	14.0	4.0	1
http://purl.obolibrary.org/obo/DOID_4926	3.0	7.0	16.75	55.0	18.25	4
http://purl.obolibrary.org/obo/DOID_0080531	1.0	2.0	16.0	66.0	15.0	1
http://purl.obolibrary.org/obo/DOID_60003	2.25	5.375	18.375	57.25	16.75	8
http://purl.obolibrary.org/obo/DOID_0080617	2.0	7.5	23.0	52.5	14.5	2
http://purl.obolibrary.org/obo/DOID_0111900	1.0	1.0	11.0	65.0	23.0	1
http://purl.obolibrary.org/obo/DOID_0111519	1.0	1.0	14.0	50.0	34.0	1
http://purl.obolibrary.org/obo/DOID_5598	3.0	5.0	16.0	59.0	17.0	1
http://purl.obolibrary.org/obo/DOID_0070111	1.0	2.0	15.0	60.0	21.0	1
http://purl.obolibrary.org/obo/DOID_5551	4.666666666666667	25.0	24.666666666666668	37.0	8.333333333333334	3
http://purl.obolibrary.org/obo/DOID_0060301	1.0	1.0	13.0	35.0	50.0	1
http://purl.obolibrary.org/obo/DOID_4650	12.0	59.0	19.0	8.0	2.0	1
http://purl.obolibrary.org/obo/DOID_0060414	3.0	7.0	23.0	54.0	13.0	1
http://purl.obolibrary.org/obo/DOID_0050476	2.0	2.0	10.0	58.0	30.0	1
http://purl.obolibrary.org/obo/DOID_0110662	2.0	4.0	20.0	57.0	17.0	1
http://purl.obolibrary.org/obo/DOID_0111706	1.0	1.0	14.0	53.0	30.0	1
http://purl.obolibrary.org/obo/DOID_11195	2.0	4.0	17.0	62.0	15.0	1
http://purl.obolibrary.org/obo/DOID_0050459	1.0	1.0	15.0	49.0	34.0	1
http://purl.obolibrary.org/obo/DOID_9423	2.5	5.333333333333333	16.166666666666668	56.5	19.666666666666668	6
http://purl.obolibrary.org/obo/DOID_13918	1.0	1.0	11.0	67.0	20.0	1
http://purl.obolibrary.org/obo/DOID_2145	5.0	13.0	26.0	44.0	11.0	1
http://purl.obolibrary.org/obo/DOID_7427	1.8	5.6	13.2	37.6	41.6	5
http://purl.obolibrary.org/obo/DOID_0110620	2.0	2.0	8.0	46.0	42.0	1
http://purl.obolibrary.org/obo/DOID_0111053	1.0	1.0	15.0	56.0	27.0	1
http://purl.obolibrary.org/obo/DOID_0060415	1.0	2.0	18.0	56.0	22.0	1
http://purl.obolibrary.org/obo/DOID_0110205	1.0	2.0	12.0	68.0	17.0	1
http://purl.obolibrary.org/obo/DOID_4731	1.0	0.0	7.0	42.0	50.0	1
http://purl.obolibrary.org/obo/DOID_0110631	4.0	9.0	19.0	53.0	15.0	1
http://purl.obolibrary.org/obo/DOID_7191	8.0	24.0	28.0	33.0	9.0	1
http://purl.obolibrary.org/obo/DOID_0060012	1.0	1.0	11.0	66.0	21.0	1
http://purl.obolibrary.org/obo/DOID_0060536	1.3076923076923077	4.102564102564102	17.128205128205128	65.07692307692308	12.487179487179487	39
http://purl.obolibrary.org/obo/DOID_10844	17.0	62.0	17.0	3.0	1.0	1
http://purl.obolibrary.org/obo/DOID_0111624	3.0	4.0	10.0	62.0	21.0	1
http://purl.obolibrary.org/obo/DOID_0110114	5.0	11.0	20.0	49.0	16.0	1
http://purl.obolibrary.org/obo/DOID_5521	7.0	21.0	16.0	45.0	12.0	1
http://purl.obolibrary.org/obo/DOID_0070025	3.0	7.0	21.0	57.0	12.0	1
http://purl.obolibrary.org/obo/DOID_0060824	1.0	1.0	9.0	61.0	28.0	1
http://purl.obolibrary.org/obo/DOID_0050529	1.0	1.0	8.0	68.0	22.0	1
http://purl.obolibrary.org/obo/DOID_0080042	2.0	1.0	9.0	45.0	44.0	1
http://purl.obolibrary.org/obo/DOID_0050096	2.0	3.0	14.0	52.0	30.0	1
http://purl.obolibrary.org/obo/DOID_0050861	2.0	7.0	27.0	54.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0110034	2.0	5.0	19.0	59.0	15.0	1
http://purl.obolibrary.org/obo/DOID_12385	1.0	2.0	19.0	62.0	16.0	1
http://purl.obolibrary.org/obo/DOID_4362	3.5714285714285716	9.6	20.857142857142858	51.82857142857143	13.942857142857143	35
http://purl.obolibrary.org/obo/DOID_0040021	3.0	10.0	26.125	50.875	10.0	8
http://purl.obolibrary.org/obo/DOID_13867	2.0	3.0	17.0	62.0	16.0	1
http://purl.obolibrary.org/obo/DOID_0070180	1.0	1.0	15.0	66.0	17.0	1
http://purl.obolibrary.org/obo/DOID_0110089	1.0	3.0	18.0	62.0	15.0	1
http://purl.obolibrary.org/obo/DOID_0110723	1.0	2.0	19.0	58.0	19.0	1
http://purl.obolibrary.org/obo/DOID_0060645	1.0	2.0	20.0	61.0	16.0	1
http://purl.obolibrary.org/obo/DOID_0050715	1.0	1.0	14.0	49.0	35.0	1
http://purl.obolibrary.org/obo/DOID_0070222	1.0	3.0	21.0	64.0	11.0	1
http://purl.obolibrary.org/obo/DOID_8302	4.0	11.0	26.0	49.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0110664	2.0	4.0	18.0	50.0	25.0	1
http://purl.obolibrary.org/obo/DOID_5488	5.0	17.0	31.0	38.0	9.0	1
http://purl.obolibrary.org/obo/DOID_0080015	2.5843621399176953	6.1193415637860085	18.650205761316872	52.56378600823045	20.02469135802469	486
http://purl.obolibrary.org/obo/DOID_0080894	2.0	6.0	27.0	55.0	10.0	1
http://purl.obolibrary.org/obo/DOID_13417	3.0	6.0	25.0	54.0	12.0	1
http://purl.obolibrary.org/obo/DOID_12403	1.0	0.0	4.0	25.0	69.0	1
http://purl.obolibrary.org/obo/DOID_0070257	9.0	25.0	19.0	37.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0081010	2.0	1.0	7.0	40.0	50.0	1
http://purl.obolibrary.org/obo/DOID_0110655	2.0	4.0	27.0	56.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0080286	2.0	3.0	14.0	66.0	16.0	1
http://purl.obolibrary.org/obo/DOID_14225	2.0	9.0	36.0	45.0	7.0	1
http://purl.obolibrary.org/obo/DOID_2544	6.0	13.0	21.0	46.0	15.0	1
http://purl.obolibrary.org/obo/DOID_0110226	3.0	5.0	14.0	61.0	17.0	1
http://purl.obolibrary.org/obo/DOID_0090078	1.0	3.0	17.0	69.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0060463	1.0	1.0	14.0	38.0	46.0	1
http://purl.obolibrary.org/obo/DOID_12357	1.0	1.0	15.0	56.0	28.0	1
http://purl.obolibrary.org/obo/DOID_3247	5.0	21.071428571428573	30.071428571428573	35.07142857142857	8.714285714285714	14
http://purl.obolibrary.org/obo/DOID_0112092	1.0	2.0	15.0	69.0	13.0	1
http://purl.obolibrary.org/obo/DOID_0050434	1.0	0.0	6.0	57.0	36.0	1
http://purl.obolibrary.org/obo/DOID_0060038	1.9747899159663866	3.8865546218487395	17.69327731092437	55.4327731092437	21.243697478991596	238
http://purl.obolibrary.org/obo/DOID_0050175	1.0	1.5	11.0	55.0	32.0	2
http://purl.obolibrary.org/obo/DOID_0050688	2.75	7.25	25.0	54.5	11.0	4
http://purl.obolibrary.org/obo/DOID_10615	11.0	53.0	26.0	8.0	3.0	1
http://purl.obolibrary.org/obo/DOID_9471	2.8181818181818183	11.181818181818182	31.181818181818183	45.45454545454545	9.272727272727273	11
http://purl.obolibrary.org/obo/DOID_0060202	2.0	4.0	17.0	62.0	16.0	1
http://purl.obolibrary.org/obo/DOID_0050288	1.0	1.0	13.0	38.0	48.0	1
http://purl.obolibrary.org/obo/DOID_0050660	1.0	1.0	13.0	55.0	29.0	1
http://purl.obolibrary.org/obo/DOID_4333	1.0	2.0	17.0	60.0	20.0	1
http://purl.obolibrary.org/obo/DOID_0111116	2.0	4.0	16.0	64.0	14.0	1
http://purl.obolibrary.org/obo/DOID_0111309	3.0	7.0	18.0	58.0	15.0	1
http://purl.obolibrary.org/obo/DOID_6367	1.0	1.0	12.0	57.0	28.0	1
http://purl.obolibrary.org/obo/DOID_0080477	1.0	3.0	19.0	62.0	14.0	1
http://purl.obolibrary.org/obo/DOID_0080440	1.0	2.0	17.0	57.0	23.0	1
http://purl.obolibrary.org/obo/DOID_0111510	13.0	21.0	12.0	38.0	17.0	1
http://purl.obolibrary.org/obo/DOID_0050166	2.0	4.0	23.0	58.0	12.0	1
http://purl.obolibrary.org/obo/DOID_4644	1.1666666666666667	1.5	13.833333333333334	52.833333333333336	30.5	6
http://purl.obolibrary.org/obo/DOID_0110787	2.0	6.0	30.0	52.0	9.0	1
http://purl.obolibrary.org/obo/DOID_14450	1.7777777777777777	3.4444444444444446	18.88888888888889	58.44444444444444	17.22222222222222	9
http://purl.obolibrary.org/obo/DOID_0111097	1.0	3.0	22.0	60.0	13.0	1
http://purl.obolibrary.org/obo/DOID_0110420	1.0	2.0	13.0	64.0	20.0	1
http://purl.obolibrary.org/obo/DOID_9765	3.0	4.0	12.0	56.0	24.0	1
http://purl.obolibrary.org/obo/DOID_4990	3.6666666666666665	10.0	22.0	51.5	12.833333333333334	6
http://purl.obolibrary.org/obo/DOID_0060444	4.0	8.0	18.0	53.0	16.0	1
http://purl.obolibrary.org/obo/DOID_0111784	1.0	2.0	19.0	59.0	19.0	1
http://purl.obolibrary.org/obo/DOID_0111290	3.0	10.0	27.0	51.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0080138	2.0	2.0	8.0	47.0	42.0	1
http://purl.obolibrary.org/obo/DOID_0090040	1.0	2.0	14.0	63.0	19.0	1
http://purl.obolibrary.org/obo/DOID_0060649	1.0	2.0	15.0	50.0	33.0	1
http://purl.obolibrary.org/obo/DOID_0080432	1.0	2.0	14.0	49.0	34.0	1
http://purl.obolibrary.org/obo/DOID_0111819	1.0	5.0	28.0	56.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0060088	2.0	4.5	18.75	54.75	20.0	4
http://purl.obolibrary.org/obo/DOID_0111473	1.0	1.0	19.0	57.0	22.0	1
http://purl.obolibrary.org/obo/DOID_0111840	1.0	1.0	15.0	47.0	35.0	1
http://purl.obolibrary.org/obo/DOID_0111150	1.0	3.0	21.0	61.0	13.0	1
http://purl.obolibrary.org/obo/DOID_1725	6.0	20.666666666666668	30.333333333333332	36.0	7.666666666666667	3
http://purl.obolibrary.org/obo/DOID_0110753	2.0	10.0	35.0	46.0	7.0	1
http://purl.obolibrary.org/obo/DOID_12119	4.0	4.0	14.5	58.0	19.5	2
http://purl.obolibrary.org/obo/DOID_3664	3.0	9.0	25.666666666666668	51.666666666666664	10.666666666666666	3
http://purl.obolibrary.org/obo/DOID_5593	4.0	13.0	33.0	42.0	8.0	1
http://purl.obolibrary.org/obo/DOID_850	2.8	6.984	18.016	48.72	23.456	125
http://purl.obolibrary.org/obo/DOID_0080505	1.0	2.0	15.0	64.0	19.0	1
http://purl.obolibrary.org/obo/DOID_12387	1.0	2.0	19.0	63.0	14.0	1
http://purl.obolibrary.org/obo/DOID_0070142	1.5	2.5	14.5	58.75	22.75	4
http://purl.obolibrary.org/obo/DOID_0111321	3.0	8.0	24.0	54.0	11.0	1
http://purl.obolibrary.org/obo/DOID_884	9.0	59.0	22.0	8.0	2.0	1
http://purl.obolibrary.org/obo/DOID_0060903	2.0	3.5	13.0	63.0	18.0	2
http://purl.obolibrary.org/obo/DOID_0110285	3.0	7.0	23.0	55.0	12.0	1
http://purl.obolibrary.org/obo/DOID_0050218	5.0	9.0	14.0	52.0	19.0	1
http://purl.obolibrary.org/obo/DOID_5169	4.0	12.0	30.0	44.0	9.0	1
http://purl.obolibrary.org/obo/DOID_0060102	2.0	5.0	28.0	55.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0060855	1.0	2.0	18.0	63.0	16.0	1
http://purl.obolibrary.org/obo/DOID_0070093	2.0	3.0	17.0	63.0	15.0	1
http://purl.obolibrary.org/obo/DOID_0111508	1.0	1.0	14.0	53.0	31.0	1
http://purl.obolibrary.org/obo/DOID_0111051	1.0	1.0	16.0	58.0	24.0	1
http://purl.obolibrary.org/obo/DOID_0080642	2.0	3.0	19.0	54.0	22.0	1
http://purl.obolibrary.org/obo/DOID_0080102	2.6666666666666665	3.6666666666666665	16.0	53.666666666666664	23.666666666666668	3
http://purl.obolibrary.org/obo/DOID_0110198	1.0	1.0	16.0	64.0	18.0	1
http://purl.obolibrary.org/obo/DOID_0050728	1.5	2.75	16.5	53.333333333333336	25.666666666666668	12
http://purl.obolibrary.org/obo/DOID_11968	1.0	3.0	20.0	65.0	11.0	1
http://purl.obolibrary.org/obo/DOID_0111434	1.0	2.0	17.0	64.0	16.0	1
http://purl.obolibrary.org/obo/DOID_857	2.3333333333333335	9.666666666666666	36.666666666666664	43.0	8.333333333333334	3
http://purl.obolibrary.org/obo/DOID_0060459	4.0	10.0	24.0	50.0	12.0	1
http://purl.obolibrary.org/obo/DOID_0111611	1.0	1.0	12.0	53.0	33.0	1
http://purl.obolibrary.org/obo/DOID_2001	7.5	16.5	15.5	47.5	12.75	4
http://purl.obolibrary.org/obo/DOID_0111184	1.0	0.0	6.0	21.0	70.0	1
http://purl.obolibrary.org/obo/DOID_0060481	1.0	1.0	8.0	58.0	32.0	1
http://purl.obolibrary.org/obo/DOID_0110951	2.0	3.0	15.0	64.0	17.0	1
http://purl.obolibrary.org/obo/DOID_0110675	2.0	4.0	19.0	51.0	24.0	1
http://purl.obolibrary.org/obo/DOID_4206	1.0	2.0	15.0	58.0	24.0	1
http://purl.obolibrary.org/obo/DOID_0110917	2.0	7.0	29.0	53.0	10.0	1
http://purl.obolibrary.org/obo/DOID_12206	1.0	2.0	13.0	63.0	20.0	1
http://purl.obolibrary.org/obo/DOID_0111907	1.0	2.0	20.0	63.0	14.0	1
http://purl.obolibrary.org/obo/DOID_0050719	1.0	0.0	7.0	28.0	64.0	1
http://purl.obolibrary.org/obo/DOID_0110023	1.0	2.0	18.0	64.0	16.0	1
http://purl.obolibrary.org/obo/DOID_0070164	1.0	2.0	24.0	64.0	9.0	1
http://purl.obolibrary.org/obo/DOID_0110305	2.0	3.0	13.0	66.0	16.0	1
http://purl.obolibrary.org/obo/DOID_0080256	2.0	1.0	7.0	40.0	51.0	1
http://purl.obolibrary.org/obo/DOID_0112024	2.0	2.0	17.0	54.0	25.0	1
http://purl.obolibrary.org/obo/DOID_0111612	1.0	2.0	15.0	61.0	21.0	1
http://purl.obolibrary.org/obo/DOID_0050304	2.0	2.0	10.0	66.0	20.0	1
http://purl.obolibrary.org/obo/DOID_0040015	3.0	10.0	27.0	50.0	10.0	1
http://purl.obolibrary.org/obo/DOID_0050530	1.0	1.0	12.0	67.0	19.0	1
http://purl.obolibrary.org/obo/DOID_3770	1.5	2.25	15.5	30.5	49.5	4
http://purl.obolibrary.org/obo/DOID_6641	2.0	4.0	24.0	56.0	15.0	1
http://purl.obolibrary.org/obo/DOID_0050655	2.0	1.0	10.0	46.0	41.0	1
http://purl.obolibrary.org/obo/DOID_0050718	1.2222222222222223	1.7777777777777777	14.555555555555555	52.0	30.444444444444443	9
http://purl.obolibrary.org/obo/DOID_0060017	2.0	3.0	17.0	63.0	16.0	1
http://purl.obolibrary.org/obo/DOID_13481	1.0	3.0	25.0	59.0	12.0	1
http://purl.obolibrary.org/obo/DOID_0110734	1.25	1.875	12.625	63.0	20.5	8
http://purl.obolibrary.org/obo/DOID_0110629	1.0	0.0	6.0	42.0	51.0	1
http://purl.obolibrary.org/obo/DOID_0050770	12.0	27.0	15.0	35.0	11.0	1
http://purl.obolibrary.org/obo/DOID_0080264	2.0	5.0	24.0	57.0	12.0	1
http://purl.obolibrary.org/obo/DOID_1412	1.0	9.0	48.0	37.0	5.0	1
http://purl.obolibrary.org/obo/DOID_0112055	1.0	2.0	15.0	57.0	24.0	1
http://purl.obolibrary.org/obo/DOID_0111419	2.0	4.0	23.0	56.0	15.0	1
http://purl.obolibrary.org/obo/DOID_0060051	1.8	3.9	17.5	55.1	21.6	10
http://purl.obolibrary.org/obo/DOID_8849	2.0	5.0	20.0	57.0	15.0	2
http://purl.obolibrary.org/obo/DOID_4058	6.0	17.0	23.0	43.0	11.0	1
http://purl.obolibrary.org/obo/DOID_3603	11.0	15.0	12.0	41.0	21.0	1
http://purl.obolibrary.org/obo/DOID_14671	2.0	3.0	17.0	58.0	21.0	1
http://purl.obolibrary.org/obo/DOID_13533	1.0909090909090908	2.1818181818181817	18.727272727272727	60.36363636363637	17.727272727272727	11
